user_id,signup_date,subscription_plan,monthly_price,discount_applied,tenure_months,monthly_usage_hours,sessions_per_month,device_type,region,age_group,acquisition_channel,referral_flag,customer_support_tickets,payment_failures,content_category_preference,engagement_score,churn_flag,churn_probability,lifetime_value,churn_reason,price_sensitivity,customer_satisfaction,lifecycle_stage,usage_trend,support_sentiment,competitor_exposure,promotion_type
100264,2024-03-29,Basic,299,0.3,46,19.8,19,Mobile,West,35-44,Referral,0,0,1,Technology,1.95,1,0.76,2329.31,"Poor app experience",Medium,"Very dissatisfied",Mature,Increasing,"No contact",None,Seasonal
100265,2023-10-12,Premium,799,0.2,44,38.4,51,Laptop,North,55+,Email,0,2,0,Technology,4.34,0,0.46,15144.12,Active,High,"Very satisfied",Mature,Increasing,Positive,None,Referral
100266,2021-01-09,Basic,299,0,25,17.8,20,Laptop,South,25-34,"Google Ads",0,0,0,Fitness,1.87,1,0.77,1734.27,"Switched to competitor",Low,Neutral,Mature,Declining,"No contact",Occasional,None
100267,2024-06-10,Standard,499,0.1,31,17.1,20,TV,West,25-34,"Meta Ads",1,0,0,Education,1.83,1,0.77,3160.97,"Price too high",High,Satisfied,Mature,Increasing,"No contact",None,Seasonal
100268,2024-01-28,Standard,499,0.1,43,21.9,55,Laptop,South,35-44,"Google Ads",1,0,0,Technology,3.51,0,0.56,8409.76,Active,Medium,"Very satisfied",Mature,Stable,"No contact",Occasional,Referral
100269,2023-03-27,Standard,499,0.3,20,15.9,23,Tablet,West,55+,Email,0,0,0,Education,1.87,1,0.77,1620.82,"Low usage",High,Satisfied,Mature,Declining,"No contact",Occasional,Seasonal
100270,2021-07-27,Standard,499,0.1,26,17.9,26,Tablet,East,35-44,Organic,0,1,0,Technology,2.11,1,0.74,3056.78,"Low content relevance",Medium,Neutral,Mature,Declining,Positive,Occasional,Referral
100271,2024-02-29,Standard,499,0.1,19,17.2,45,Tablet,North,18-24,Email,0,0,0,Drama,2.83,1,0.65,2996.04,"Switched to competitor",High,Satisfied,Mature,Stable,"No contact",Occasional,Seasonal
100272,2022-02-08,Premium,799,0.2,30,3.9,8,Mobile,East,25-34,Referral,0,0,0,Drama,0.55,1,0.93,1308.54,"Low content relevance",Low,Neutral,Mature,Increasing,"No contact",None,Retention
100273,2021-06-01,Premium,799,0,25,32.1,4,Laptop,North,25-34,"Google Ads",0,1,0,Education,2.09,1,0.74,5179.62,"Price too high",High,Satisfied,Mature,Declining,Negative,High,None
100274,2021-02-23,Premium,799,0.1,36,16.7,14,Mobile,North,55+,Email,0,1,0,Drama,1.56,1,0.81,5010.5,"Price too high",Low,Neutral,Mature,Stable,Negative,None,Referral
100275,2024-02-18,Standard,499,0,18,43.4,1,Laptop,North,25-34,Email,1,0,0,Drama,2.64,1,0.67,2942,"Low usage",Medium,Dissatisfied,Mature,Increasing,"No contact",Occasional,None
100276,2022-09-20,Basic,299,0.3,4,10.7,15,Mobile,West,45-54,"Google Ads",0,3,1,Comedy,1.24,1,0.85,128.8,"Poor app experience",Low,Satisfied,Onboarding,Declining,Neutral,Occasional,Retention
100277,2022-08-10,Standard,499,0.3,27,52.5,19,TV,North,55+,Organic,1,0,0,Fitness,3.91,0,0.51,4575.14,Active,Low,Neutral,Mature,Increasing,"No contact",Occasional,Referral
100278,2024-12-14,Premium,799,0,33,12.9,27,Mobile,South,45-54,"Google Ads",1,1,0,Drama,1.85,1,0.77,6051.98,"Switched to competitor",Low,Dissatisfied,Mature,Stable,Negative,Occasional,None
100279,2024-12-16,Basic,299,0,6,19.1,17,Tablet,East,18-24,"Meta Ads",0,0,0,Drama,1.83,1,0.77,407.32,"Poor app experience",Low,"Very satisfied",Growth,Stable,"No contact",High,None
100280,2021-04-14,Premium,799,0,7,6.4,27,Mobile,South,55+,Organic,1,2,1,Drama,1.46,1,0.82,1013.12,"Price too high",Medium,"Very satisfied",Growth,Declining,Neutral,Occasional,None
100281,2021-09-11,Premium,799,0,1,21.7,42,Mobile,East,35-44,Email,1,0,1,Technology,2.98,1,0.63,295.41,"Price too high",High,Satisfied,Onboarding,Declining,"No contact",None,None
100282,2024-06-04,Standard,499,0,38,8.9,16,TV,West,35-44,Email,0,1,1,Comedy,1.17,1,0.85,2752.55,"Low content relevance",Medium,"Very satisfied",Mature,Stable,Negative,Occasional,None
100283,2024-02-10,Standard,499,0.1,35,4.2,24,Mobile,West,18-24,Email,1,1,0,Comedy,1.21,1,0.85,2359.73,"Low usage",High,"Very satisfied",Mature,Stable,Negative,None,Referral
100284,2022-05-25,Standard,499,0.1,23,16.9,13,Tablet,West,18-24,"Google Ads",1,0,0,Drama,1.53,1,0.81,1960.77,"Low usage",Low,"Very satisfied",Mature,Declining,"No contact",None,Seasonal
100285,2021-04-09,Standard,499,0.1,16,10.5,25,Mobile,North,35-44,"Meta Ads",1,1,0,Fitness,1.63,1,0.8,1453.17,"Low usage",Medium,Dissatisfied,Growth,Declining,Positive,Occasional,Retention
100286,2021-06-02,Standard,499,0,34,18.2,50,Tablet,South,35-44,Email,1,1,0,Fitness,3.09,1,0.62,6504.33,"Low content relevance",Low,Neutral,Mature,Stable,Positive,High,None
100287,2023-07-03,Premium,799,0.1,34,6.1,34,TV,West,45-54,"Google Ads",0,1,0,Comedy,1.73,1,0.79,5247.82,"Low usage",Low,Neutral,Mature,Increasing,Neutral,High,Retention
100288,2023-05-28,Standard,499,0.3,31,11.8,56,TV,South,35-44,Referral,1,1,0,Education,2.95,1,0.63,3963.21,"Poor app experience",Low,"Very satisfied",Mature,Increasing,Neutral,None,Seasonal
100289,2021-12-04,Premium,799,0,43,7.8,6,Laptop,West,35-44,Organic,0,2,1,Fitness,0.71,1,0.91,3026.49,"Low content relevance",Medium,"Very satisfied",Mature,Stable,Positive,High,None
100290,2023-04-02,Premium,799,0,31,31.5,34,Tablet,East,55+,Referral,1,0,0,Fitness,3.25,0,0.6,9987.5,Active,Low,Satisfied,Mature,Stable,"No contact",Occasional,None
100291,2024-04-01,Basic,299,0,11,18.9,58,Laptop,West,55+,Email,0,0,0,Comedy,3.45,0,0.57,1407.82,Active,High,Neutral,Growth,Stable,"No contact",Occasional,None
100292,2023-08-15,Basic,299,0,8,12,14,Tablet,West,55+,Email,0,1,0,Technology,1.28,1,0.84,379.87,"Low usage",Medium,Dissatisfied,Growth,Declining,Positive,Occasional,None
100293,2021-06-10,Premium,799,0.2,24,40.1,12,Tablet,South,55+,"Meta Ads",0,0,0,Drama,2.89,1,0.64,5500.61,"Poor app experience",High,"Very dissatisfied",Mature,Stable,"No contact",Occasional,Referral
100294,2023-03-12,Basic,299,0,23,16.2,37,Tablet,South,18-24,Email,0,0,0,Fitness,2.45,1,0.7,2090.4,"Poor app experience",High,Satisfied,Mature,Stable,"No contact",Occasional,None
100295,2022-02-02,Standard,499,0.2,32,7.5,12,TV,South,55+,"Google Ads",0,0,0,Drama,0.93,1,0.88,1473.97,"Poor app experience",Medium,"Very satisfied",Mature,Increasing,"No contact",None,Referral
100296,2024-07-24,Standard,499,0.2,15,24.7,22,TV,West,18-24,"Meta Ads",0,2,0,Education,2.36,1,0.71,1753.31,"Low content relevance",High,Neutral,Growth,Stable,Negative,None,Retention
100297,2023-03-27,Basic,299,0,28,5.5,22,TV,North,18-24,Referral,0,1,1,Drama,1.21,1,0.85,1256.84,"Switched to competitor",Low,Satisfied,Mature,Stable,Positive,Occasional,None
100298,2024-11-16,Basic,299,0,20,20.8,46,Laptop,North,25-34,"Meta Ads",1,0,0,Education,3.09,1,0.62,2292.58,"Low usage",High,"Very satisfied",Mature,Increasing,"No contact",Occasional,None
100299,2024-03-04,Premium,799,0.1,14,25.3,58,TV,East,18-24,"Meta Ads",1,2,0,Comedy,3.84,0,0.52,4796.38,Active,Low,Dissatisfied,Growth,Increasing,Neutral,High,Seasonal
100300,2024-05-03,Standard,499,0.2,26,15.3,7,TV,East,18-24,Email,1,0,0,Technology,1.2,1,0.85,1545.29,"Switched to competitor",Medium,"Very satisfied",Mature,Increasing,"No contact",None,Seasonal
100301,2022-02-05,Standard,499,0,37,26.2,31,Tablet,West,45-54,Organic,0,0,0,Education,2.81,1,0.65,6436.85,"Low usage",Medium,Satisfied,Mature,Declining,"No contact",Occasional,None
100302,2022-10-02,Premium,799,0.3,2,17.6,52,Tablet,North,35-44,"Meta Ads",0,1,0,Fitness,3.14,1,0.61,435.78,"Low usage",High,Satisfied,Onboarding,Increasing,Negative,Occasional,Referral
100303,2023-11-23,Basic,299,0.1,34,31.7,32,Mobile,West,35-44,Email,1,1,1,Education,3.18,1,0.61,3609.81,"Poor app experience",High,Satisfied,Mature,Declining,Negative,None,Retention
100304,2022-11-19,Basic,299,0,34,5.5,51,Tablet,North,55+,Email,0,1,0,Technology,2.37,1,0.71,2989.26,"Poor app experience",Low,Dissatisfied,Mature,Stable,Neutral,None,None
100305,2022-04-05,Premium,799,0.1,34,31.9,19,Tablet,North,45-54,Organic,0,0,2,Drama,2.67,1,0.67,8099.24,"Low content relevance",Medium,Satisfied,Mature,Stable,"No contact",Occasional,Retention
100306,2023-08-13,Premium,799,0,9,23.7,27,Tablet,West,35-44,Organic,1,0,1,Comedy,2.5,1,0.69,2230.46,"Switched to competitor",High,Dissatisfied,Growth,Stable,"No contact",None,None
100307,2022-04-15,Standard,499,0,44,21,29,Laptop,West,35-44,Referral,0,0,0,Drama,2.42,1,0.7,6592.25,"Switched to competitor",High,Dissatisfied,Mature,Declining,"No contact",None,None
100308,2024-10-30,Premium,799,0.1,3,3.1,36,Tablet,North,18-24,Email,0,1,0,Education,1.63,1,0.8,436.28,"Poor app experience",Low,Satisfied,Onboarding,Stable,Negative,None,Referral
100309,2023-11-12,Premium,799,0,30,24.4,17,Tablet,East,45-54,Email,0,1,1,Fitness,2.14,1,0.73,6364.24,"Low usage",Medium,Neutral,Mature,Stable,Positive,Occasional,None
100310,2023-01-20,Basic,299,0,19,25.1,13,TV,West,55+,Organic,1,0,1,Drama,2.03,1,0.75,1430.82,"Poor app experience",High,Satisfied,Mature,Stable,"No contact",Occasional,None
100311,2021-02-07,Basic,299,0,31,4.8,30,Mobile,North,25-34,Referral,0,0,1,Technology,1.49,1,0.82,1713.5,"Low usage",High,Satisfied,Mature,Declining,"No contact",High,None
100312,2021-08-18,Premium,799,0,16,6.3,10,Mobile,West,25-34,Referral,1,0,0,Comedy,0.78,1,0.9,1237.16,"Low usage",Medium,Satisfied,Growth,Increasing,"No contact",Occasional,None
100313,2024-10-20,Basic,299,0,43,24.6,47,Mobile,North,55+,Organic,1,0,0,Fitness,3.36,0,0.58,5359.74,Active,High,"Very satisfied",Mature,Increasing,"No contact",None,None
100314,2022-07-17,Basic,299,0.2,24,12.7,1,TV,North,55+,"Meta Ads",0,2,1,Technology,0.8,1,0.9,569.81,"Price too high",Medium,Dissatisfied,Mature,Increasing,Negative,Occasional,Referral
100315,2022-03-14,Premium,799,0,15,27.4,39,Laptop,West,35-44,"Meta Ads",0,0,0,Drama,3.2,1,0.6,4758.31,"Switched to competitor",High,"Very dissatisfied",Growth,Stable,"No contact",Occasional,None
100316,2024-07-30,Standard,499,0,22,2.9,34,Mobile,North,45-54,Email,1,0,0,Fitness,1.53,1,0.81,2083.91,"Low usage",Medium,Neutral,Mature,Stable,"No contact",None,None
100317,2021-01-27,Standard,499,0,32,17.8,22,Tablet,West,18-24,Referral,0,1,0,Comedy,1.95,1,0.76,3863.23,"Low usage",Medium,Satisfied,Mature,Declining,Positive,Occasional,None
100318,2021-08-14,Basic,299,0,11,24.9,6,Tablet,South,55+,Email,1,0,0,Education,1.73,1,0.79,705.95,"Price too high",High,"Very satisfied",Growth,Declining,"No contact",None,None
100319,2024-07-24,Standard,499,0,29,16.5,30,Tablet,East,18-24,Referral,1,1,0,Comedy,2.19,1,0.73,3931.95,"Low content relevance",Low,"Very dissatisfied",Mature,Stable,Neutral,None,None
100320,2023-03-09,Standard,499,0.2,42,25.7,3,Laptop,West,35-44,"Google Ads",0,1,0,Drama,1.66,1,0.79,3453.13,"Price too high",High,Satisfied,Mature,Increasing,Neutral,None,Referral
100321,2021-10-11,Basic,299,0.1,24,33.9,21,Laptop,West,35-44,Referral,1,0,1,Fitness,2.87,1,0.64,2299.7,"Price too high",Medium,"Very dissatisfied",Mature,Stable,"No contact",None,Referral
100322,2023-05-29,Basic,299,0.3,19,11.7,54,Tablet,North,55+,Referral,1,0,0,Education,2.86,1,0.65,1411.09,"Low usage",High,Satisfied,Mature,Increasing,"No contact",None,Seasonal
100323,2023-08-18,Standard,499,0,5,9.3,58,Tablet,South,45-54,Organic,0,1,1,Comedy,2.88,1,0.64,891.51,"Switched to competitor",Low,Neutral,Onboarding,Stable,Negative,None,None
100324,2022-03-29,Premium,799,0.2,46,33.1,27,TV,West,55+,Referral,0,0,1,Drama,3.07,1,0.62,11199.48,"Price too high",Medium,"Very dissatisfied",Mature,Increasing,"No contact",Occasional,Referral
100325,2023-10-17,Premium,799,0.1,41,8.6,29,TV,West,55+,"Google Ads",1,0,1,Education,1.68,1,0.79,6145.36,"Low content relevance",High,"Very dissatisfied",Mature,Stable,"No contact",Occasional,Retention
100326,2023-03-27,Basic,299,0.1,38,25.5,46,Laptop,East,45-54,Referral,0,2,0,Drama,3.37,0,0.58,4275.55,Active,High,Neutral,Mature,Increasing,Positive,None,Referral
100327,2022-10-21,Standard,499,0,1,13.7,47,TV,North,35-44,"Google Ads",0,1,1,Fitness,2.7,1,0.67,167.16,"Price too high",Low,"Very satisfied",Onboarding,Declining,Neutral,None,None
100328,2022-07-01,Premium,799,0,30,16.4,11,Laptop,North,35-44,"Meta Ads",0,1,0,Drama,1.42,1,0.82,4223,"Price too high",Low,Dissatisfied,Mature,Declining,Positive,Occasional,None
100329,2024-04-30,Premium,799,0.2,12,8.6,13,Laptop,North,18-24,Email,0,1,0,Drama,1.04,1,0.87,989.73,"Low content relevance",Medium,Neutral,Growth,Increasing,Negative,None,Seasonal
100330,2023-12-09,Standard,499,0.2,46,12.2,38,Tablet,East,35-44,"Meta Ads",0,0,0,Fitness,2.25,1,0.72,5126.2,"Switched to competitor",Medium,"Very satisfied",Mature,Increasing,"No contact",None,Referral
100331,2021-01-17,Basic,299,0.1,4,18.4,20,TV,East,35-44,Organic,1,1,0,Technology,1.9,1,0.76,253.74,"Price too high",High,Neutral,Onboarding,Declining,Neutral,Occasional,Seasonal
100332,2024-04-10,Premium,799,0,15,32.1,2,Tablet,South,55+,Organic,0,1,0,Education,2.01,1,0.75,2988.82,"Price too high",Medium,Neutral,Growth,Stable,Positive,Occasional,None
100333,2024-05-28,Basic,299,0,17,31.3,28,Laptop,South,55+,Organic,1,1,1,Comedy,3,1,0.63,1891.94,"Switched to competitor",High,Satisfied,Growth,Declining,Negative,Occasional,None
100334,2021-06-07,Basic,299,0.3,12,11.7,18,Laptop,West,35-44,Email,0,1,1,Drama,1.42,1,0.82,442.49,"Low content relevance",Medium,Neutral,Growth,Stable,Neutral,Occasional,Referral
100335,2022-04-22,Standard,499,0,1,4.2,31,TV,South,35-44,"Meta Ads",0,0,0,Fitness,1.49,1,0.82,92.25,"Price too high",Low,"Very satisfied",Onboarding,Increasing,"No contact",Occasional,None
100336,2023-12-06,Premium,799,0.2,13,31.2,20,TV,East,18-24,"Google Ads",0,1,0,Comedy,2.67,1,0.67,2752.68,"Switched to competitor",Low,"Very dissatisfied",Growth,Stable,Neutral,None,Referral
100337,2024-10-28,Basic,299,0,30,4.4,45,Mobile,South,45-54,Email,0,0,3,Drama,2.06,1,0.74,2292.58,"Price too high",Medium,"Very satisfied",Mature,Declining,"No contact",None,None
100338,2022-06-02,Standard,499,0.2,10,5.9,14,TV,North,35-44,Referral,1,0,0,Education,0.91,1,0.89,450.71,"Poor app experience",Medium,"Very dissatisfied",Growth,Increasing,"No contact",Occasional,Retention
100339,2021-04-09,Basic,299,0,36,8.2,53,Laptop,North,35-44,Email,0,1,0,Comedy,2.61,1,0.68,3485.61,"Low usage",Medium,Satisfied,Mature,Declining,Positive,None,None
100340,2023-11-27,Premium,799,0,6,40.1,50,TV,North,35-44,Organic,1,1,0,Technology,4.41,0,0.45,2623.02,Active,High,Satisfied,Growth,Stable,Positive,None,None
100341,2021-10-07,Standard,499,0,9,2.7,8,TV,South,35-44,"Meta Ads",0,0,1,Comedy,0.48,1,0.94,267.45,"Price too high",Medium,Satisfied,Growth,Increasing,"No contact",None,None
100342,2024-10-04,Basic,299,0.1,2,56.5,26,Laptop,South,55+,"Google Ads",0,0,0,Drama,4.43,0,0.45,295.81,Active,High,Neutral,Onboarding,Stable,"No contact",None,Retention
100343,2022-05-12,Basic,299,0,6,11.6,44,Mobile,North,25-34,Email,0,0,0,Comedy,2.46,1,0.69,547.55,"Low usage",High,"Very satisfied",Growth,Increasing,"No contact",Occasional,None
100344,2021-10-29,Standard,499,0.2,11,27.1,21,Laptop,East,25-34,Referral,1,1,0,Drama,2.47,1,0.69,1345.69,"Poor app experience",Low,Neutral,Growth,Stable,Positive,None,Seasonal
100345,2021-06-30,Basic,299,0,26,11.1,23,TV,South,25-34,"Meta Ads",0,2,0,Education,1.59,1,0.8,1533.58,"Switched to competitor",High,Neutral,Mature,Increasing,Negative,Occasional,None
100346,2022-08-30,Basic,299,0.3,28,71.7,54,TV,East,25-34,"Meta Ads",0,1,0,Drama,6.46,0,0.2,4697.05,Active,Medium,Satisfied,Mature,Declining,Neutral,Occasional,Referral
100347,2024-01-28,Standard,499,0,13,42.8,6,Mobile,North,55+,"Google Ads",1,0,0,Fitness,2.81,1,0.65,2261.6,"Poor app experience",Medium,Dissatisfied,Growth,Increasing,"No contact",None,None
100348,2022-12-01,Standard,499,0,38,27.2,19,Mobile,North,25-34,Organic,0,0,2,Education,2.39,1,0.7,5622.73,"Switched to competitor",Medium,Dissatisfied,Mature,Stable,"No contact",High,None
100349,2023-09-20,Standard,499,0.3,12,18.8,26,TV,South,55+,Email,1,1,0,Comedy,2.17,1,0.73,1128.51,"Price too high",High,Neutral,Growth,Declining,Negative,Occasional,Retention
100350,2024-02-14,Basic,299,0.1,19,20.6,3,Mobile,South,18-24,Email,0,0,0,Fitness,1.36,1,0.83,862.72,"Switched to competitor",High,Neutral,Mature,Stable,"No contact",Occasional,Referral
100351,2021-07-10,Standard,499,0.1,18,20.4,2,Laptop,East,55+,Organic,0,0,1,Drama,1.3,1,0.84,1303.84,"Poor app experience",Medium,"Very dissatisfied",Mature,Stable,"No contact",High,Referral
100352,2021-09-10,Standard,499,0,19,13.6,49,Mobile,West,45-54,Email,0,3,1,Education,2.78,1,0.66,3270.12,"Poor app experience",Low,"Very satisfied",Mature,Stable,Neutral,None,None
100353,2023-09-08,Basic,299,0.3,28,11.8,7,TV,North,45-54,Referral,1,1,0,Technology,0.99,1,0.88,719.83,"Price too high",Medium,Satisfied,Mature,Increasing,Positive,Occasional,Seasonal
100354,2023-07-17,Standard,499,0.2,12,29.1,13,TV,West,35-44,Organic,1,0,0,Education,2.27,1,0.72,1349.16,"Switched to competitor",Low,"Very satisfied",Growth,Increasing,"No contact",Occasional,Referral
100355,2024-03-30,Basic,299,0.2,32,36.6,58,Mobile,West,35-44,Referral,0,0,0,Comedy,4.52,0,0.44,4292.54,Active,Medium,"Very satisfied",Mature,Stable,"No contact",None,Referral
100356,2024-07-03,Premium,799,0.3,13,25.6,59,Tablet,South,35-44,"Google Ads",0,0,0,Fitness,3.9,0,0.52,3518.18,Active,High,Dissatisfied,Growth,Declining,"No contact",None,Seasonal
100357,2024-09-08,Standard,499,0.1,23,33.7,14,Tablet,North,35-44,"Meta Ads",0,2,0,Technology,2.58,1,0.68,3306.4,"Switched to competitor",Medium,Dissatisfied,Mature,Declining,Negative,None,Retention
100358,2021-05-08,Standard,499,0,36,16.4,10,Laptop,West,35-44,"Meta Ads",0,0,1,Fitness,1.38,1,0.83,3075.72,"Price too high",Low,"Very dissatisfied",Mature,Stable,"No contact",High,None
100359,2021-01-18,Basic,299,0,30,19.2,29,Tablet,North,35-44,Referral,1,0,1,Comedy,2.31,1,0.71,2570.81,"Low content relevance",Medium,"Very satisfied",Mature,Declining,"No contact",None,None
100360,2022-07-20,Basic,299,0.2,22,23.7,28,TV,South,45-54,"Google Ads",0,1,1,Technology,2.54,1,0.68,1658.37,"Poor app experience",Medium,Satisfied,Mature,Stable,Positive,High,Referral
100361,2022-07-24,Standard,499,0.2,38,40.4,20,Tablet,West,18-24,"Meta Ads",0,0,0,Technology,3.22,1,0.6,6060.31,"Low content relevance",Low,Dissatisfied,Mature,Increasing,"No contact",None,Seasonal
100362,2024-09-08,Standard,499,0.1,45,13.4,6,Mobile,East,55+,Referral,0,0,1,Technology,1.04,1,0.87,2607.68,"Low usage",Medium,"Very satisfied",Mature,Increasing,"No contact",Occasional,Seasonal
100363,2022-11-17,Basic,299,0,42,22.3,21,Laptop,South,25-34,Referral,1,0,1,Comedy,2.18,1,0.73,3396.58,"Low usage",High,Satisfied,Mature,Stable,"No contact",High,None
100364,2022-09-18,Basic,299,0.2,3,1.1,10,Mobile,East,18-24,Referral,0,0,0,Drama,0.47,1,0.94,41.85,"Low usage",High,Satisfied,Onboarding,Stable,"No contact",None,Referral
100365,2024-08-04,Basic,299,0.1,9,10.3,7,Mobile,North,45-54,Referral,0,2,0,Comedy,0.9,1,0.89,270.44,"Price too high",Medium,Neutral,Growth,Increasing,Neutral,None,Retention
100366,2023-05-04,Standard,499,0,15,26.5,3,Mobile,West,45-54,"Google Ads",0,0,0,Comedy,1.71,1,0.79,1588.01,"Switched to competitor",Medium,Neutral,Growth,Increasing,"No contact",None,None
100367,2023-08-20,Basic,299,0,30,59.4,58,TV,North,18-24,Referral,0,2,1,Technology,5.88,0,0.27,6543.87,Active,Low,Satisfied,Mature,Stable,Neutral,High,None
100368,2021-06-04,Standard,499,0.3,26,11.5,12,Laptop,East,25-34,Organic,0,0,0,Education,1.17,1,0.85,1318.33,"Low content relevance",High,Satisfied,Mature,Declining,"No contact",Occasional,Referral
100369,2022-05-05,Basic,299,0,30,53.1,47,Mobile,South,35-44,"Meta Ads",0,1,0,Technology,5.07,0,0.37,5642.42,Active,Medium,Satisfied,Mature,Stable,Positive,High,None
100370,2024-11-10,Standard,499,0,5,46.1,19,TV,South,18-24,Email,0,1,0,Education,3.53,0,0.56,1092.72,Active,High,"Very satisfied",Onboarding,Increasing,Neutral,Occasional,None
100371,2023-02-24,Basic,299,0,31,29.2,43,Mobile,South,55+,Organic,1,0,0,Comedy,3.47,0,0.57,3990.5,Active,High,Dissatisfied,Mature,Increasing,"No contact",High,None
100372,2024-02-02,Standard,499,0,22,10.8,27,Laptop,East,35-44,"Meta Ads",0,1,1,Technology,1.73,1,0.79,2356.32,"Low content relevance",Medium,Dissatisfied,Mature,Declining,Negative,None,None
100373,2024-11-17,Basic,299,0,41,17.4,45,Tablet,East,18-24,Organic,0,0,0,Fitness,2.84,1,0.65,4319.55,"Switched to competitor",High,Satisfied,Mature,Declining,"No contact",Occasional,None
100374,2021-09-03,Basic,299,0.2,15,10.9,17,Tablet,South,35-44,"Meta Ads",1,0,0,Fitness,1.33,1,0.83,592.06,"Low usage",High,Satisfied,Growth,Stable,"No contact",Occasional,Seasonal
100375,2024-04-14,Standard,499,0,45,14.5,20,TV,West,55+,"Meta Ads",1,0,0,Fitness,1.67,1,0.79,4652.59,"Low content relevance",Medium,Neutral,Mature,Increasing,"No contact",High,None
100376,2023-11-29,Basic,299,0.2,35,5.1,56,TV,West,18-24,Referral,0,0,1,Drama,2.55,1,0.68,2648.71,"Price too high",Medium,"Very satisfied",Mature,Declining,"No contact",Occasional,Seasonal
100377,2023-01-29,Basic,299,0,19,3.7,11,Laptop,North,25-34,Referral,1,0,0,Drama,0.66,1,0.92,465.19,"Poor app experience",High,Satisfied,Mature,Stable,"No contact",None,None
100378,2022-06-22,Premium,799,0.3,34,27.7,56,TV,North,55+,Email,0,0,3,Education,3.9,0,0.52,9201.39,Active,Low,Satisfied,Mature,Declining,"No contact",High,Retention
100379,2023-07-10,Premium,799,0,18,29.1,23,Tablet,West,35-44,Email,0,0,0,Comedy,2.67,1,0.67,4764.26,"Poor app experience",Medium,Neutral,Mature,Increasing,"No contact",High,None
100380,2022-02-12,Basic,299,0.1,14,10.9,27,TV,South,25-34,"Google Ads",0,0,0,Fitness,1.73,1,0.79,808.64,"Low usage",Low,Neutral,Growth,Stable,"No contact",Occasional,Seasonal
100381,2022-06-09,Premium,799,0,22,5.5,39,Tablet,West,55+,"Meta Ads",1,0,0,Comedy,1.89,1,0.77,4121.89,"Low content relevance",Medium,"Very satisfied",Mature,Stable,"No contact",Occasional,None
100382,2023-04-08,Standard,499,0,24,5.9,30,Mobile,East,45-54,"Meta Ads",1,0,0,Fitness,1.55,1,0.81,2303.08,"Low usage",High,Satisfied,Mature,Stable,"No contact",None,None
100383,2023-06-22,Basic,299,0,13,15.3,29,Mobile,South,45-54,Email,0,1,0,Education,2.08,1,0.74,1003.1,"Switched to competitor",Low,"Very satisfied",Growth,Declining,Negative,Occasional,None
100384,2021-02-05,Premium,799,0.1,8,13.9,37,Mobile,South,25-34,"Google Ads",0,1,0,Fitness,2.31,1,0.71,1648.76,"Price too high",High,Neutral,Growth,Declining,Negative,Occasional,Seasonal
100385,2022-11-16,Premium,799,0,42,46.7,2,Laptop,West,35-44,"Google Ads",0,0,0,Education,2.88,1,0.64,11990.95,"Price too high",Low,Dissatisfied,Mature,Declining,"No contact",High,None
100386,2021-01-20,Premium,799,0.2,2,18.3,1,Tablet,East,25-34,Organic,0,0,1,Comedy,1.14,1,0.86,180.82,"Poor app experience",High,Neutral,Onboarding,Increasing,"No contact",None,Referral
100387,2021-11-17,Basic,299,0,42,3.5,19,Laptop,East,18-24,Email,0,0,0,Technology,0.97,1,0.88,1511.32,"Poor app experience",Medium,Neutral,Mature,Stable,"No contact",Occasional,None
100388,2022-05-27,Basic,299,0,27,43.3,54,Tablet,South,25-34,Organic,1,2,0,Comedy,4.76,0,0.41,4767.68,Active,Low,Satisfied,Mature,Increasing,Positive,Occasional,None
100389,2022-02-04,Standard,499,0,34,10,25,Laptop,South,55+,"Google Ads",0,0,0,Education,1.6,1,0.8,3367.94,"Low content relevance",Medium,Dissatisfied,Mature,Declining,"No contact",Occasional,None
100390,2022-10-16,Standard,499,0.1,29,2.4,5,TV,East,55+,"Google Ads",0,2,0,Comedy,0.34,1,0.96,549.4,"Switched to competitor",High,Neutral,Mature,Increasing,Negative,None,Seasonal
100391,2023-08-30,Basic,299,0,26,31,26,Laptop,West,25-34,"Google Ads",0,1,0,Drama,2.9,1,0.64,2797.1,"Switched to competitor",Medium,Dissatisfied,Mature,Increasing,Negative,None,None
100392,2022-04-16,Premium,799,0,23,12.9,39,TV,East,55+,Organic,0,0,0,Comedy,2.33,1,0.71,5312.46,"Switched to competitor",High,Neutral,Mature,Increasing,"No contact",None,None
100393,2024-03-12,Standard,499,0.1,36,63.4,25,Mobile,West,18-24,"Google Ads",0,0,0,Comedy,4.8,0,0.4,9628.35,Active,Medium,"Very satisfied",Mature,Stable,"No contact",None,Seasonal
100394,2024-01-21,Standard,499,0,9,11.1,40,Mobile,West,55+,"Google Ads",0,1,0,Technology,2.27,1,0.72,1264.83,"Poor app experience",Low,Neutral,Growth,Increasing,Positive,Occasional,None
100395,2024-10-09,Standard,499,0.2,21,25.3,35,Mobile,North,55+,Email,1,0,0,Comedy,2.92,1,0.64,3037.09,"Price too high",High,"Very dissatisfied",Mature,Increasing,"No contact",None,Referral
100396,2023-04-14,Standard,499,0,42,31.4,7,Mobile,North,35-44,Referral,0,1,0,Technology,2.16,1,0.73,5616.54,"Poor app experience",Medium,Satisfied,Mature,Stable,Positive,Occasional,None
